epoch:  val_acc test_acc 
0: 5.351170568561873 4.345180136319377
0: 33.19397993311037 34.89532619279455
1: 35.36789297658863 50.68159688412853
2: 37.41638795986622 55.08763388510224
3: 41.220735785953174 64.71518987341773
4: 42.89297658862876 69.88802336903603
5: 41.47157190635451 62.402629016553064
6: 45.44314381270903 76.04673807205452
7: 41.01170568561873 60.978578383641675
8: 43.979933110367895 71.23904576436222
9: 38.00167224080268 52.44644595910419
10: 46.90635451505017 78.72444011684517
11: 45.94481605351171 80.9031158714703
12: 46.23745819397993 79.10175267770204
13: 45.65217391304348 75.81548198636806
14: 45.1505016722408 78.46884128529697
15: 44.3561872909699 67.46592015579357
16: 46.070234113712374 80.5379746835443
17: 44.10535117056856 69.75413826679649
18: 41.680602006688964 70.27750730282376
19: 43.18561872909699 75.77896786757546
20: 45.65217391304348 81.14654333008764
21: 44.941471571906355 81.42648490749757
22: 44.063545150501675 79.79552093476144
23: 43.812709030100336 78.82181110029211
24: 44.7324414715719 80.59883154819863
25: 44.31438127090301 81.2682570593963
26: 44.56521739130435 81.02482960077897
27: 44.3561872909699 80.9396299902629
28: 44.18896321070234 79.39386562804285
29: 43.436454849498325 79.57643622200584
30: 43.812709030100336 79.40603700097371
31: 43.26923076923077 80.13631937682571
32: 44.27257525083612 80.85443037974683
33: 44.774247491638796 81.80379746835443
34: 44.43979933110368 79.91723466407011
35: 44.48160535117057 80.50146056475171
36: 44.48160535117057 79.89289191820838
37: 43.10200668896321 78.45666991236611
38: 44.23076923076923 81.7064264849075
39: 43.520066889632105 79.24780915287245
40: 43.85451505016722 79.89289191820838
41: 43.85451505016722 79.89289191820838
42: 43.896321070234116 80.44060370009737
43: 44.7324414715719 81.00048685491724
44: 43.47826086956522 80.13631937682571
45: 43.22742474916388 79.68597857838364
46: 44.10535117056856 80.81791626095423
47: 43.47826086956522 80.51363193768258
48: 43.896321070234116 80.4284323271665
49: 44.31438127090301 80.92745861733204

=== Summary ===
Best Val Epoch: 10
Test Acc at Best Val: 78.7244 %
Best Test Acc: 81.8038 %
Mean Test Acc of Last 5 Epochs: 80.4747 %
