epoch:  val_acc test_acc 
0: 7.357859531772576 4.345180136319377
0: 24.665551839464882 16.419182083739045
1: 33.862876254180605 29.15043816942551
2: 30.351170568561873 17.417234664070108
3: 33.98829431438127 20.155793573515094
4: 32.6505016722408 22.723953261927946
5: 32.98494983277592 9.359785783836417
6: 34.69899665551839 10.662122687439144
7: 42.89297658862876 13.838851022395326
8: 39.75752508361204 14.47176241480039
9: 41.09531772575251 12.074001947419669
10: 40.34280936454849 15.530671859785784
11: 42.43311036789298 13.68062317429406
12: 41.09531772575251 14.00925024342746
13: 41.680602006688964 10.17526777020448
14: 44.147157190635454 9.505842259006815
15: 43.72909698996656 11.903602726387536
16: 44.3561872909699 9.797955209347615
17: 38.87959866220736 7.716650438169426
18: 47.491638795986624 9.055501460564752
19: 44.857859531772576 7.862706913339824
20: 44.774247491638796 9.99269717624148
21: 45.1505016722408 9.006815968841286
22: 44.857859531772576 9.737098344693282
23: 46.15384615384615 8.471275559883155
24: 45.819397993311036 8.459104186952288
25: 46.864548494983275 8.714703018500487
26: 46.90635451505017 8.787731256085687
27: 44.81605351170568 10.077896786757547
28: 47.19899665551839 8.410418695228822
29: 46.19565217391305 9.38412852969815
30: 46.362876254180605 8.507789678675755
31: 46.73913043478261 9.055501460564752
32: 46.697324414715716 9.895326192794547
33: 46.40468227424749 9.323271665043817
34: 46.57190635451505 8.215676728334957
35: 46.02842809364549 8.617332035053554
36: 47.11538461538461 8.215676728334957
37: 45.44314381270903 9.870983446932813
38: 44.98327759197324 9.797955209347615
39: 46.279264214046826 8.532132424537489
40: 45.86120401337793 9.177215189873417
41: 45.94481605351171 9.006815968841286
42: 45.48494983277592 9.785783836416748
43: 45.903010033444815 9.23807205452775
44: 46.11204013377927 9.262414800389484
45: 46.23745819397993 8.519961051606622
46: 46.11204013377927 8.897273612463486
47: 46.864548494983275 8.20350535540409
48: 45.06688963210702 9.95618305744888
49: 45.5685618729097 9.49367088607595

=== Summary ===
Best Val Epoch: 18
Test Acc at Best Val: 9.0555 %
Best Test Acc: 29.1504 %
Mean Test Acc of Last 5 Epochs: 9.0141 %
