epoch:  val_acc test_acc 
0: 10.615753698520592 8.593314763231199
0: 13.734506197520991 30.668523676880223
1: 15.513794482207118 64.45682451253482
2: 15.383846461415434 50.306406685236766
3: 16.073570571771292 58.050139275766014
4: 15.553778488604559 53.370473537604454
5: 15.523790483806478 43.42618384401114
6: 16.223510595761695 68.76044568245125
7: 16.83326669332267 63.1058495821727
8: 16.523390643742502 66.90807799442896
9: 16.343462614954017 59.59610027855153
10: 17.862854858056778 65.5292479108635
11: 17.772890843662534 67.75766016713092
12: 17.433026789284288 79.12256267409471
13: 18.622550979608157 84.58217270194986
14: 18.32267093162735 82.1866295264624
15: 17.91283486605358 71.55988857938719
16: 16.893242702918833 68.85793871866295
17: 18.122750899640145 82.61838440111421
18: 16.133546581367455 51.08635097493036
19: 18.75249900039984 83.63509749303621
20: 19.002399040383846 86.65738161559888
21: 19.16233506597361 83.3983286908078
22: 19.352259096361454 91.36490250696379
23: 18.962415033986407 87.53481894150418
24: 19.212315073970412 91.74094707520891
25: 19.482207117153138 92.7158774373259
26: 19.602159136345463 89.66573816155989
27: 19.772091163534586 92.56267409470752
28: 19.642143142742903 92.78551532033426
29: 19.4922031187525 92.63231197771587
30: 19.912035185925628 92.84122562674095
31: 19.92203118752499 92.24233983286908
32: 19.862055177928827 92.47910863509749
33: 19.97201119552179 92.72980501392757
34: 19.842063174730107 92.56267409470752
35: 20.071971211515393 94.8050139275766
36: 20.011995201919234 92.24233983286908
37: 19.982007197121153 86.37883008356546
38: 20.031987205117954 93.24512534818942
39: 19.94202319072371 93.71866295264624
40: 20.121951219512194 91.6991643454039
41: 20.131947221111556 92.52089136490251
42: 20.171931227508995 89.63788300835654
43: 20.191923230707715 92.01949860724234
44: 20.221911235505797 92.84122562674095
45: 20.191923230707715 91.43454038997214
46: 20.171931227508995 91.83844011142061
47: 20.171931227508995 93.17548746518106
48: 20.21191523390644 90.1949860724234
49: 20.201919232307077 89.73537604456824

=== Summary ===
Best Val Epoch: 44
Test Acc at Best Val: 92.8412 %
Best Test Acc: 94.8050 %
Mean Test Acc of Last 5 Epochs: 91.2758 %
