epoch:  val_acc test_acc 
0: 10.475809676129549 18.370473537604457
0: 67.66293482606957 85.54317548746518
1: 69.5921631347461 82.20055710306407
2: 74.01039584166334 83.67688022284122
3: 73.55057976809276 73.21727019498607
4: 74.81007596961216 81.15598885793872
5: 73.00079968012795 90.55710306406685
6: 76.99920031987205 92.96657381615599
7: 74.53018792483007 89.06685236768803
8: 75.02998800479808 87.2841225626741
9: 76.13954418232707 90.54317548746518
10: 77.79888044782088 93.34261838440112
11: 70.05197920831667 82.50696378830084
12: 74.39024390243902 89.9025069637883
13: 74.82007197121152 76.58774373259052
14: 76.5593762495002 81.6991643454039
15: 75.74970011995202 90.80779944289694
16: 77.17912834866054 92.07520891364902
17: 77.0891643342663 90.06963788300835
18: 75.27988804478208 91.03064066852367
19: 75.50979608156737 91.36490250696379
20: 78.65853658536585 90.3899721448468
21: 78.72850859656137 92.79944289693593
22: 78.68852459016394 86.04456824512535
23: 78.77848860455818 88.6908077994429
24: 78.74850059976009 89.76323119777159
25: 78.82846861255497 92.7715877437326
26: 78.71851259496202 92.1866295264624
27: 78.8484606157537 89.9025069637883
28: 78.81847261095562 88.89972144846797
29: 78.78848460615754 90.54317548746518
30: 78.72850859656137 93.008356545961
31: 78.75849660135945 93.13370473537604
32: 78.8484606157537 89.10863509749304
33: 78.80847660935626 90.01392757660167
34: 78.71851259496202 88.64902506963789
35: 78.7984806077569 89.86072423398329
36: 78.88844462215114 88.77437325905292
37: 78.88844462215114 91.28133704735376
38: 78.8984406237505 85.87743732590529
39: 78.60855657736906 87.10306406685237
40: 78.8984406237505 90.54317548746518
41: 78.87844862055178 90.0974930362117
42: 78.8984406237505 91.03064066852367
43: 78.91843262694923 88.94150417827298
44: 78.88844462215114 92.24233983286908
45: 78.88844462215114 88.46796657381616
46: 78.88844462215114 90.98885793871867
47: 78.90843662534986 90.43175487465182
48: 78.92842862854859 90.69637883008356
49: 78.88844462215114 90.69637883008356

=== Summary ===
Best Val Epoch: 48
Test Acc at Best Val: 90.6964 %
Best Test Acc: 93.3426 %
Mean Test Acc of Last 5 Epochs: 90.2563 %
