epoch:  val_acc test_acc 
0: 8.644859813084112 7.307804735457468
0: 59.404205607476634 74.15960245542239
1: 63.84345794392523 80.5320081847413
2: 70.50233644859813 89.88599824612686
3: 60.16355140186916 77.1996492253727
4: 72.66355140186916 91.14294066062554
5: 51.34345794392523 65.56562408652441
6: 69.5677570093458 87.54750073078047
7: 72.89719626168224 91.84448991522946
8: 72.07943925233644 90.03215434083602
9: 71.90420560747664 90.58754750073078
10: 70.91121495327103 88.39520608009354
11: 69.85981308411215 88.33674364220988
12: 73.94859813084112 94.6214557147033
13: 73.65654205607477 93.71528792750658
14: 73.3644859813084 91.87372113417129
15: 72.07943925233644 90.26600409237065
16: 69.50934579439253 88.21981876644256
17: 75.70093457943925 96.19994153756211
18: 59.228971962616825 73.60420929552762
19: 74.35747663551402 94.09529377375037
20: 76.34345794392523 97.7491961414791
21: 76.10981308411215 97.36919029523531
22: 75.70093457943925 97.4568839520608
23: 75.93457943925233 97.80765857936277
24: 76.16822429906541 98.18766442560654
25: 76.2266355140187 98.01227711195557
26: 76.28504672897196 98.39228295819936
27: 76.05140186915888 97.54457760888629
28: 76.40186915887851 98.1292019877229
29: 76.2266355140187 98.0415083308974
30: 76.2266355140187 98.39228295819936
31: 76.05140186915888 97.95381467407191
32: 76.28504672897196 98.47997661502485
33: 76.16822429906541 97.19380298158433
34: 75.8177570093458 97.4568839520608
35: 76.05140186915888 97.71996492253727
36: 76.57710280373831 98.0415083308974
37: 76.40186915887851 98.1292019877229
38: 76.10981308411215 98.36305173925753
39: 76.34345794392523 98.18766442560654
40: 76.34345794392523 98.27535808243204
41: 76.40186915887851 98.45074539608302
42: 76.34345794392523 98.5384390529085
43: 76.51869158878505 98.59690149079216
44: 76.57710280373831 98.50920783396667
45: 76.69392523364486 98.626132709734
46: 76.75233644859813 98.71382636655949
47: 76.75233644859813 98.68459514761766
48: 76.75233644859813 98.71382636655949
49: 76.6355140186916 98.59690149079216

=== Summary ===
Best Val Epoch: 46
Test Acc at Best Val: 98.7138 %
Best Test Acc: 98.7138 %
Mean Test Acc of Last 5 Epochs: 98.6671 %
