epoch:  val_acc test_acc 
0: 11.098130841121495 11.80941245249927
0: 61.91588785046729 75.4457760888629
1: 68.80841121495327 88.36597486115171
2: 66.23831775700934 83.71821104940076
3: 72.60514018691589 91.61064016369482
4: 72.42990654205607 93.07220111078632
5: 61.15654205607477 75.2411575562701
6: 75.87616822429906 96.43379128909676
7: 68.98364485981308 86.08593978368899
8: 71.43691588785046 89.27214264834844
9: 74.35747663551402 94.65068693364513
10: 38.96028037383178 46.62379421221865
11: 75.8177570093458 96.69687225957323
12: 72.02102803738318 89.8275358082432
13: 73.13084112149532 91.81525869628763
14: 75.17523364485982 95.11838643671442
15: 71.90420560747664 91.25986553639287
16: 74.29906542056075 93.68605670856475
17: 72.7803738317757 91.78602747734581
18: 75.35046728971963 96.19994153756211
19: 75.75934579439253 97.22303420052616
20: 76.57710280373831 98.0415083308974
21: 76.75233644859813 97.98304589301374
22: 76.51869158878505 97.83688979830458
23: 76.2266355140187 98.01227711195557
24: 76.69392523364486 98.2461268634902
25: 76.57710280373831 98.18766442560654
26: 76.46028037383178 98.36305173925753
27: 76.69392523364486 98.21689564454837
28: 76.75233644859813 98.39228295819936
29: 76.69392523364486 98.3338205203157
30: 76.51869158878505 98.15843320666472
31: 76.8107476635514 98.626132709734
32: 76.8107476635514 98.56767027185033
33: 76.69392523364486 98.39228295819936
34: 76.75233644859813 98.42151417714119
35: 76.75233644859813 98.68459514761766
36: 76.16822429906541 98.2461268634902
37: 76.57710280373831 98.65536392867583
38: 76.51869158878505 98.27535808243204
39: 77.04439252336448 98.65536392867583
40: 76.51869158878505 98.77228880444315
41: 76.8107476635514 98.85998246126863
42: 76.75233644859813 98.77228880444315
43: 76.75233644859813 98.80152002338498
44: 76.98598130841121 98.94767611809412
45: 76.8107476635514 98.8307512423268
46: 76.69392523364486 98.77228880444315
47: 76.8107476635514 98.74305758550132
48: 76.8107476635514 98.91844489915229
49: 76.57710280373831 98.80152002338498

=== Summary ===
Best Val Epoch: 39
Test Acc at Best Val: 98.6554 %
Best Test Acc: 98.9477 %
Mean Test Acc of Last 5 Epochs: 98.8132 %
