epoch:  val_acc test_acc 
0: 7.575380014951408 18.248175182481752
0: 52.49813107400947 24.087591240875913
1: 57.369798155993024 36.496350364963504
2: 61.62471966110142 32.846715328467155
3: 61.001744330924495 35.03649635036496
4: 61.87390979317219 34.306569343065696
5: 60.36007974084226 32.846715328467155
6: 60.1295788686768 28.467153284671532
7: 54.21754298529778 22.62773722627737
8: 59.89907799651134 30.656934306569344
9: 55.20807376027909 24.817518248175183
10: 55.33889857961625 27.73722627737226
11: 53.69424370794916 21.8978102189781
12: 60.47221530027411 27.73722627737226
13: 62.75853476202342 32.846715328467155
14: 61.72439571392973 40.14598540145985
15: 58.453775230500874 29.197080291970803
16: 56.97732369798156 27.73722627737226
17: 59.19511587341141 32.11678832116788
18: 57.4757039621231 29.197080291970803
19: 56.13630700224271 27.00729927007299
20: 63.91103912285074 32.846715328467155
21: 63.91103912285074 31.386861313868614
22: 64.2225267879392 35.03649635036496
23: 63.836282083229506 34.306569343065696
24: 62.770994268626964 35.03649635036496
25: 64.26613506105159 33.57664233576642
26: 63.393969598803885 32.846715328467155
27: 63.87989035634189 35.03649635036496
28: 63.93595813605781 35.03649635036496
29: 61.35684026912534 35.03649635036496
30: 62.98280588088711 32.846715328467155
31: 63.53725392474458 34.306569343065696
32: 63.344131572389735 36.496350364963504
33: 63.8175928233242 31.386861313868614
34: 62.60279092947919 33.57664233576642
35: 63.580862197856966 31.386861313868614
36: 62.434587590331425 32.846715328467155
37: 63.63692997757289 34.306569343065696
38: 63.74906553700473 34.306569343065696
39: 63.52479441814104 34.306569343065696
40: 63.74906553700473 32.11678832116788
41: 63.80513331672066 32.846715328467155
42: 63.71791677049589 32.11678832116788
43: 63.711687017194116 32.11678832116788
44: 63.599551457762274 32.11678832116788
45: 63.54971343134812 30.656934306569344
46: 63.506105158235734 30.656934306569344
47: 63.67430849738351 32.11678832116788
48: 63.33790181908796 32.11678832116788
49: 63.44380762521804 31.386861313868614

=== Summary ===
Best Val Epoch: 25
Test Acc at Best Val: 33.5766 %
Best Test Acc: 40.1460 %
Mean Test Acc of Last 5 Epochs: 31.3869 %
