epoch:  val_acc test_acc 
0: 73.47474056334816 53.99568034557235
0: 73.61158626981411 53.99568034557235
1: 73.1497320104915 54.42764578833693
2: 75.14539856312008 59.1792656587473
3: 75.55023377808187 59.71922246220302
4: 73.65149960086669 54.21166306695464
5: 73.75413388071615 55.183585313174945
6: 75.12829284981184 61.01511879049676
7: 74.82039001026342 57.45140388768898
8: 74.72345763485004 57.88336933045356
9: 75.90375185311895 62.634989200863934
10: 75.35066712281902 60.1511879049676
11: 74.67784239936138 60.90712742980561
12: 76.1660394571787 62.41900647948164
13: 75.37917664499943 60.1511879049676
14: 75.33926331394686 60.1511879049676
15: 75.59584901357053 60.36717062634989
16: 75.38487854943551 59.611231101511876
17: 75.83532899988596 61.447084233261336
18: 75.8239251910138 62.52699784017279
19: 75.33356140951078 60.79913606911447
20: 75.60155091800661 60.79913606911447
21: 76.47964420116318 61.98704103671706
22: 76.24016421484775 61.447084233261336
23: 76.18884707492302 61.663066954643625
24: 76.74763370965903 62.850971922246224
25: 77.13536321131258 63.17494600431966
26: 76.84456608507242 64.14686825053995
27: 76.15463564830654 62.31101511879049
28: 77.11825749800434 64.36285097192224
29: 76.48534610559928 62.74298056155508
30: 76.94720036492188 63.60691144708424
31: 76.49104801003536 62.850971922246224
32: 77.02132512259095 63.93088552915767
33: 76.35990420800547 63.17494600431966
34: 76.4454327745467 62.52699784017279
35: 77.15246892462082 64.03887688984881
36: 76.76473942296727 63.60691144708424
37: 76.77044132740335 63.39092872570195
38: 77.18097844680123 63.822894168466526
39: 76.54236514996009 62.52699784017279
40: 77.26080510890637 64.14686825053995
41: 77.51739080853005 65.2267818574514
42: 77.42045843311666 64.57883369330453
43: 77.15246892462082 63.93088552915767
44: 77.55160223514653 64.36285097192224
45: 77.4717755730414 64.47084233261339
46: 77.68274603717641 64.90280777537797
47: 77.53449652183829 65.11879049676025
48: 77.67704413274033 64.57883369330453
49: 77.64853461055992 64.68682505399568

=== Summary ===
Best Val Epoch: 46
Test Acc at Best Val: 64.9028 %
Best Test Acc: 65.2268 %
Mean Test Acc of Last 5 Epochs: 64.7516 %
