epoch:  val_acc test_acc 
0: 29.0 48.09090909090909
0: 24.0 26.545454545454547
1: 29.0 47.90909090909091
2: 28.5 47.81818181818182
3: 29.0 48.18181818181818
4: 29.5 45.27272727272727
5: 27.25 38.27272727272727
6: 24.25 26.09090909090909
7: 27.5 42.18181818181818
8: 29.5 43.54545454545455
9: 28.5 47.09090909090909
10: 30.0 45.90909090909091
11: 25.0 28.727272727272727
12: 29.25 41.81818181818182
13: 28.25 47.63636363636363
14: 30.0 47.27272727272727
15: 29.0 48.18181818181818
16: 29.25 47.27272727272727
17: 28.0 45.0
18: 29.75 45.90909090909091
19: 30.5 46.27272727272727
20: 29.75 47.27272727272727
21: 30.25 47.18181818181818
22: 30.5 46.81818181818182
23: 29.5 47.54545454545455
24: 33.5 45.18181818181818
25: 31.5 47.0
26: 31.0 46.27272727272727
27: 33.75 43.36363636363637
28: 33.75 43.63636363636363
29: 34.25 43.27272727272727
30: 34.5 43.45454545454545
31: 34.75 39.63636363636363
32: 33.25 42.36363636363637
33: 34.75 41.27272727272727
34: 33.0 40.81818181818182
35: 33.25 42.36363636363637
36: 33.25 42.27272727272727
37: 33.25 43.27272727272727
38: 35.25 40.72727272727273
39: 31.5 36.72727272727273
40: 32.0 37.63636363636363
41: 33.25 38.36363636363637
42: 33.25 38.0
43: 33.0 37.72727272727273
44: 31.5 39.18181818181818
45: 31.75 38.90909090909091
46: 30.25 40.09090909090909
47: 30.25 39.81818181818182
48: 31.5 40.09090909090909
49: 31.0 38.0

=== Summary ===
Best Val Epoch: 38
Test Acc at Best Val: 40.7273 %
Best Test Acc: 48.1818 %
Mean Test Acc of Last 5 Epochs: 39.3818 %
