epoch:  val_acc test_acc 
0: 9.471585244267198 8.977556109725686
0: 39.481555333998 66.88279301745636
1: 39.481555333998 66.88279301745636
2: 39.68095712861416 53.915211970074814
3: 39.481555333998 67.13216957605985
4: 40.77766699900299 58.30423940149626
5: 39.581256231306085 66.73316708229426
6: 41.37587238285145 66.88279301745636
7: 36.191425722831504 34.912718204488776
8: 41.67497507477567 67.83042394014963
9: 43.96809571286141 69.67581047381546
10: 42.472582253240276 68.97755610972568
11: 42.273180458624125 70.07481296758105
12: 44.067796610169495 70.32418952618454
13: 43.86839481555334 69.37655860349128
14: 41.47557328015952 66.53366583541147
15: 44.16749750747757 67.78054862842893
16: 44.56630109670987 71.2718204488778
17: 38.384845463609174 30.972568578553616
18: 42.97108673978066 63.49127182044888
19: 42.77168494516451 70.27431421446384
20: 43.56929212362911 70.87281795511223
21: 44.16749750747757 71.02244389027432
22: 44.067796610169495 71.3715710723192
23: 43.76869391824526 71.02244389027432
24: 44.56630109670987 70.77306733167082
25: 43.86839481555334 70.82294264339153
26: 43.270189431704885 67.83042394014963
27: 44.466600199401796 71.82044887780549
28: 44.16749750747757 70.87281795511223
29: 44.267198404785645 71.97007481296758
30: 43.96809571286141 71.77057356608479
31: 43.86839481555334 70.17456359102245
32: 43.86839481555334 69.02743142144638
33: 44.067796610169495 70.47381546134663
34: 44.067796610169495 66.0349127182045
35: 44.36689930209372 71.07231920199501
36: 44.36689930209372 70.82294264339153
37: 44.466600199401796 70.22443890274315
38: 43.86839481555334 68.07980049875312
39: 42.671984047856434 62.8927680798005
40: 44.56630109670987 67.68079800498754
41: 44.66600199401795 67.98004987531172
42: 44.66600199401795 69.27680798004988
43: 44.466600199401796 68.7780548628429
44: 44.466600199401796 67.98004987531172
45: 44.76570289132602 69.12718204488777
46: 44.66600199401795 68.82793017456359
47: 44.8654037886341 68.7281795511222
48: 44.466600199401796 67.03241895261846
49: 44.16749750747757 67.23192019950125

=== Summary ===
Best Val Epoch: 47
Test Acc at Best Val: 68.7282 %
Best Test Acc: 71.9701 %
Mean Test Acc of Last 5 Epochs: 68.1895 %
