epoch:  val_acc test_acc 
0: 8.873379860418744 8.977556109725686
0: 38.783649052841476 23.09226932668329
1: 27.41774675972084 8.977556109725686
2: 45.363908275174474 17.75561097256858
3: 42.17347956131605 12.119700748129675
4: 43.56929212362911 18.90274314214464
5: 44.466600199401796 21.296758104738153
6: 41.47557328015952 21.74563591022444
7: 44.466600199401796 21.496259351620946
8: 43.96809571286141 15.960099750623442
9: 38.6839481555334 32.51870324189526
10: 44.16749750747757 25.43640897755611
11: 43.66899302093719 25.536159600997507
12: 43.270189431704885 20.798004987531172
13: 42.57228315054836 24.987531172069826
14: 41.5752741774676 12.219451371571072
15: 41.67497507477567 13.16708229426434
16: 42.97108673978066 17.905236907730675
17: 42.17347956131605 14.812967581047381
18: 41.1764705882353 11.221945137157107
19: 41.07676969092722 11.371571072319203
20: 41.07676969092722 10.972568578553616
21: 41.07676969092722 11.072319201995013
22: 41.07676969092722 10.972568578553616
23: 41.07676969092722 10.972568578553616
24: 41.07676969092722 10.972568578553616
25: 41.07676969092722 10.972568578553616
26: 41.07676969092722 10.972568578553616
27: 41.07676969092722 10.972568578553616
28: 41.07676969092722 10.972568578553616
29: 41.07676969092722 10.972568578553616
30: 41.07676969092722 10.972568578553616
31: 41.07676969092722 10.972568578553616
32: 41.07676969092722 10.972568578553616
33: 41.07676969092722 10.972568578553616
34: 41.07676969092722 10.972568578553616
35: 41.07676969092722 10.972568578553616
36: 41.07676969092722 10.972568578553616
37: 41.07676969092722 10.972568578553616
38: 41.07676969092722 10.972568578553616
39: 41.07676969092722 10.972568578553616
40: 41.07676969092722 10.972568578553616
41: 41.07676969092722 10.972568578553616
42: 41.07676969092722 10.972568578553616
43: 41.07676969092722 10.972568578553616
44: 41.07676969092722 10.972568578553616
45: 41.07676969092722 10.972568578553616
46: 41.07676969092722 10.972568578553616
47: 41.07676969092722 10.972568578553616
48: 41.07676969092722 10.972568578553616
49: 41.07676969092722 10.972568578553616

=== Summary ===
Best Val Epoch: 2
Test Acc at Best Val: 17.7556 %
Best Test Acc: 32.5187 %
Mean Test Acc of Last 5 Epochs: 10.9726 %
